,-1,0,1,Confidence,ExpertID,SymbolID,TransID
0,0.227586206897,0.227586206897,0.544827586207,2,303,S94311056,0.0
1,0.231781226903,0.223503325942,0.544715447154,2,342,S94311056,0.0
2,0.382352941176,0.117647058824,0.5,2,430,S94311056,0.0
3,0.490384615385,0.15,0.359615384615,2,471,S94311056,0.0
4,0.240740740741,0.240740740741,0.518518518519,2,510,S94311056,0.0
5,0.23110785033,0.215700660308,0.553191489362,2,736,S94311056,0.0
6,0.283333333333,0.283333333333,0.433333333333,2,941,S94311056,0.0
7,0.223300970874,0.223300970874,0.553398058252,2,1078,S94311056,0.0
8,0.201086956522,0.201086956522,0.597826086957,2,1158,S94311056,0.0
9,0.476,0.15,0.374,2,1239,S94311056,0.0
10,0.21723256663,0.204454180358,0.578313253012,2,1573,S94311056,0.0
11,0.5,0.5,0.0,2,1708,S94311056,0.0
12,0.26329787234,0.26329787234,0.473404255319,2,2208,S94311056,0.0
13,0.0,0.0,1.0,0,3077,S94311056,0.0
14,0.302631578947,0.302631578947,0.394736842105,2,3082,S94311056,0.0
15,0.222,0.222,0.556,2,3084,S94311056,0.0
16,0.223870798319,0.23831407563,0.53781512605,2,3104,S94311056,0.0
17,0.294444444444,0.294444444444,0.411111111111,2,3105,S94311056,0.0
18,0.0,0.0,1.0,0,3110,S94311056,0.0
19,0.666666666667,0.166666666667,0.166666666667,2,3114,S94311056,0.0
20,0.25,0.25,0.5,2,3117,S94311056,0.0
21,0.0,0.0,1.0,0,3125,S94311056,0.0
22,0.259259259259,0.12962962963,0.611111111111,2,3133,S94311056,0.0
23,0.25,0.25,0.5,2,3178,S94311056,0.0
24,0.0,0.0,1.0,0,3640,S94311056,0.0
25,0.205882352941,0.205882352941,0.588235294118,2,3864,S94311056,0.0
26,0.307459677419,0.184475806452,0.508064516129,2,4527,S94311056,0.0
27,0.0,0.0,1.0,0,25525,S94311056,0.0
28,0.571428571429,0.428571428571,0.0,2,307,S175871,1.0
29,0.0,0.0,1.0,0,3888,S1913464,2.0
30,0.0,0.0,1.0,2,1702,S3682384,3.0
31,1.0,0.0,0.0,0,208,S94311056,4.0
32,0.231781226903,0.223503325942,0.544715447154,2,342,S94311056,4.0
33,0.0,0.0,1.0,0,588,S94311056,4.0
34,0.166666666667,0.166666666667,0.666666666667,2,922,S94311056,4.0
35,0.223300970874,0.223300970874,0.553398058252,2,1078,S94311056,4.0
36,0.201086956522,0.201086956522,0.597826086957,2,1158,S94311056,4.0
37,0.0,0.0,1.0,2,1576,S94311056,4.0
38,0.302272727273,0.129545454545,0.568181818182,2,1736,S94311056,4.0
39,0.0,0.0,1.0,0,1855,S94311056,4.0
40,0.0,0.0,1.0,2,1914,S94311056,4.0
41,0.0357142857143,0.0357142857143,0.928571428571,2,2073,S94311056,4.0
42,0.0,0.0,1.0,0,3077,S94311056,4.0
43,0.302631578947,0.302631578947,0.394736842105,2,3082,S94311056,4.0
44,0.222,0.222,0.556,2,3084,S94311056,4.0
45,0.294444444444,0.294444444444,0.411111111111,2,3105,S94311056,4.0
46,0.0,0.0,1.0,0,3110,S94311056,4.0
47,0.25,0.25,0.5,2,3117,S94311056,4.0
48,0.0,0.0,1.0,0,3127,S94311056,4.0
49,0.21906693712,0.194726166329,0.586206896552,2,3138,S94311056,4.0
50,0.205882352941,0.205882352941,0.588235294118,2,3864,S94311056,4.0
51,0.307459677419,0.184475806452,0.508064516129,2,4527,S94311056,4.0
52,0.0,0.0,1.0,0,4626,S94311056,4.0
53,0.0,0.5,0.5,2,3490,S4258978,5.0
54,0.5,0.0,0.5,2,746,S3515147,6.0
55,0.0,1.0,0.0,0,3250,S3515147,6.0
56,0.48951048951,0.0909090909091,0.41958041958,2,1702,S3682384,7.0
57,0.333333333333,0.5,0.166666666667,2,1346,S48162117,8.0
58,0.1,0.8,0.1,2,3519,S48162117,8.0
59,0.230769230769,0.230769230769,0.538461538462,2,1051,S5131181,9.0
60,0.5,0.5,0.0,2,1735,S5131181,9.0
61,0.333333333333,0.333333333333,0.333333333333,2,2253,S5131181,9.0
62,0.5,0.5,0.0,2,2265,S5131181,9.0
63,0.238095238095,0.238095238095,0.52380952381,2,3339,S5131181,9.0
64,0.333333333333,0.333333333333,0.333333333333,2,4160,S5131181,9.0
65,0.5,0.5,0.0,2,3135,S1139883,10.0
66,0.352272727273,0.352272727273,0.295454545455,2,4365,S1139883,10.0
67,0.375,0.25,0.375,2,278,S1367196,11.0
68,0.214285714286,0.214285714286,0.571428571429,2,1188,S1367196,11.0
69,0.196428571429,0.196428571429,0.607142857143,2,1721,S314697,12.0
70,0.0,0.0,1.0,0,3392,S314697,12.0
71,0.227586206897,0.227586206897,0.544827586207,2,303,S94311056,13.0
72,0.0,0.0,1.0,0,881,S94311056,13.0
73,0.225,0.225,0.55,2,2146,S94311056,13.0
74,0.223870798319,0.23831407563,0.53781512605,2,3104,S94311056,13.0
75,0.67619047619,0.0,0.32380952381,2,3105,S94311056,13.0
76,0.0,0.0,1.0,0,3110,S94311056,13.0
77,0.05,0.05,0.9,2,3162,S94311056,13.0
78,0.307459677419,0.184475806452,0.508064516129,2,4527,S94311056,13.0
79,0.0,1.0,0.0,0,2301,S3806332,14.0
80,0.25,0.5,0.25,2,3457,S3806332,14.0
81,0.375,0.25,0.375,2,3679,S3806332,14.0
82,0.0,0.0,1.0,0,3869,S12434156,15.0
83,0.333333333333,0.333333333333,0.333333333333,2,3878,S12434156,15.0
84,0.25,0.5,0.25,2,7314,S12434156,15.0
85,0.666666666667,0.333333333333,0.0,2,343,S3554366,16.0
86,0.25,0.5,0.25,2,856,S3554366,16.0
87,1.0,0.0,0.0,0,3483,S3554366,16.0
88,0.5,0.0,0.5,2,3566,S3554366,16.0
89,0.5,0.5,0.0,2,22522,S3554366,16.0
90,0.0,0.0,1.0,2,221,S591675,17.0
91,0.0,0.0,1.0,2,1552,S591675,17.0
92,0.0,1.0,0.0,0,1652,S591675,17.0
93,0.25,0.25,0.5,2,3524,S591675,17.0
94,0.0,0.0,1.0,2,3873,S591675,17.0
95,0.461538461538,0.142857142857,0.395604395604,2,4176,S591675,17.0
96,0.0,0.0,1.0,0,4836,S591675,17.0
97,0.0,0.0,1.0,2,6072,S591675,17.0
98,0.166666666667,0.166666666667,0.666666666667,2,6196,S591675,17.0
99,0.4,0.4,0.2,2,3456,S2092136,18.0
100,0.4,0.3,0.3,2,847,S448588,19.0
101,0.0,0.5,0.5,2,3703,S448588,19.0
102,0.0,0.0,1.0,2,6233,S448588,19.0
103,0.388888888889,0.388888888889,0.222222222222,2,307,S2267887,20.0
104,0.285714285714,0.5,0.214285714286,2,1298,S2267887,20.0
105,0.0,1.0,0.0,0,3486,S2267887,20.0
106,0.5,0.5,0.0,2,3691,S2267887,20.0
107,0.166666666667,0.166666666667,0.666666666667,2,4186,S2267887,20.0
108,0.5,0.5,0.0,2,15240,S2267887,20.0
109,0.125,0.125,0.75,2,22466,S2267887,20.0
110,0.222222222222,0.222222222222,0.555555555556,2,930,S29800192,21.0
111,0.166666666667,0.166666666667,0.666666666667,2,1527,S29800192,21.0
112,0.307692307692,0.307692307692,0.384615384615,2,1793,S29800192,21.0
113,0.222222222222,0.111111111111,0.666666666667,2,1892,S29800192,21.0
114,0.142857142857,0.142857142857,0.714285714286,2,3348,S29800192,21.0
115,0.15,0.15,0.7,2,3854,S29800192,21.0
116,0.0,0.0,1.0,2,3885,S29800192,21.0
117,0.125,0.125,0.75,2,4447,S29800192,21.0
118,0.142857142857,0.142857142857,0.714285714286,2,14907,S29800192,21.0
119,0.142857142857,0.142857142857,0.714285714286,2,15087,S29800192,21.0
120,0.0,0.555555555556,0.444444444444,2,1043,S32606160,22.0
121,0.0,0.0,1.0,2,37216,S3575567,23.0
122,0.514285714286,0.1,0.385714285714,2,603,S47439160,24.0
123,0.269230769231,0.269230769231,0.461538461538,2,1209,S47439160,24.0
124,0.5,0.0,0.5,2,1527,S47439160,24.0
125,0.642857142857,0.0,0.357142857143,2,1892,S47439160,24.0
126,0.5,0.0,0.5,2,3054,S47439160,24.0
127,0.428571428571,0.142857142857,0.428571428571,2,3348,S47439160,24.0
128,0.333333333333,0.0,0.666666666667,2,3461,S47439160,24.0
129,0.177777777778,0.0888888888889,0.733333333333,2,3673,S47439160,24.0
130,0.1,0.1,0.8,2,3854,S47439160,24.0
131,0.166666666667,0.166666666667,0.666666666667,2,3885,S47439160,24.0
132,0.5,0.0,0.5,2,4447,S47439160,24.0
133,0.214285714286,0.214285714286,0.571428571429,2,14907,S47439160,24.0
134,0.5,0.0,0.5,2,15087,S47439160,24.0
135,0.5,0.5,0.0,2,765,S27356109,25.0
136,0.25,0.25,0.5,2,230,S47757139,26.0
137,0.5,0.5,0.0,2,1157,S47757139,26.0
138,0.25,0.25,0.5,2,3014,S47757139,26.0
139,0.25,0.5,0.25,2,3153,S47757139,26.0
140,0.375,0.375,0.25,2,3296,S47757139,26.0
141,0.6,0.4,0.0,2,4035,S47757139,26.0
142,0.0,0.0,1.0,0,1533,S29981135,27.0
143,0.25,0.25,0.5,2,1715,S29981135,27.0
144,0.25,0.25,0.5,2,1871,S29981135,27.0
145,0.0,0.0,1.0,2,2099,S29981135,27.0
146,0.454545454545,0.5,0.0454545454545,2,464,S40770141,28.0
147,0.214285714286,0.214285714286,0.571428571429,2,3107,S40770141,28.0
148,1.0,0.0,0.0,0,1175,S25239156,29.0
149,0.3,0.3,0.4,2,4513,S25239156,29.0
150,0.299065420561,0.299065420561,0.401869158879,2,1710,S39271195,30.0
151,0.4,0.333333333333,0.266666666667,2,3359,S39271195,30.0
152,0.3,0.4,0.3,2,14866,S39271195,30.0
153,0.258957489879,0.22282388664,0.518218623482,2,1700,S36586316,31.0
154,0.357142857143,0.357142857143,0.285714285714,2,1711,S1448130,32.0
155,0.5,0.0,0.5,2,3139,S1448130,32.0
156,0.5,0.5,0.0,2,3267,S1448130,32.0
157,0.25,0.25,0.5,2,222,S24359139,33.0
158,0.666666666667,0.0,0.333333333333,2,3164,S24359139,33.0
159,1.0,0.0,0.0,0,3420,S24359139,33.0
160,0.470588235294,0.196078431373,0.333333333333,2,3677,S24359139,33.0
161,0.264705882353,0.264705882353,0.470588235294,2,4117,S24359139,33.0
162,0.25,0.25,0.5,2,4240,S24359139,33.0
163,0.0,1.0,0.0,0,1045,S2890954,34.0
164,0.25,0.25,0.5,2,291,S1956391,35.0
165,0.5,0.0,0.5,2,1046,S1956391,35.0
166,0.5,0.0,0.5,2,4412,S1956391,35.0
167,0.333333333333,0.166666666667,0.5,2,286,S1588591,36.0
168,0.25,0.25,0.5,2,735,S1588591,36.0
169,0.25,0.25,0.5,2,850,S1588591,36.0
170,0.25,0.25,0.5,2,3761,S1588591,36.0
171,0.5,0.5,0.0,2,3832,S1588591,36.0
172,0.0,1.0,0.0,2,7463,S1588591,36.0
173,0.25,0.25,0.5,2,1567,S939479,37.0
174,0.5,0.0,0.5,2,848,S1858788,38.0
175,0.5,0.0,0.5,2,1887,S1858788,38.0
176,0.0,0.0,1.0,2,2135,S1858788,38.0
177,0.0,0.0,1.0,2,3503,S1858788,38.0
178,0.182926829268,0.182926829268,0.634146341463,2,3610,S1858788,38.0
179,0.444444444444,0.333333333333,0.222222222222,2,286,S1588591,39.0
180,0.833333333333,0.0,0.166666666667,2,850,S1588591,39.0
181,0.333333333333,0.333333333333,0.333333333333,2,1524,S1588591,39.0
182,0.166666666667,0.166666666667,0.666666666667,2,1415,S37045169,40.0
183,0.4375,0.4375,0.125,2,1699,S37045169,40.0
184,0.333333333333,0.333333333333,0.333333333333,2,3187,S37045169,40.0
185,0.0,0.0,1.0,0,29152,S37045169,40.0
186,0.3125,0.3125,0.375,2,286,S298662,41.0
187,0.4,0.2,0.4,2,871,S298662,41.0
188,0.25,0.25,0.5,2,4178,S298662,41.0
189,0.5,0.5,0.0,2,4246,S298662,41.0
190,0.0,0.0,1.0,0,1639,S2172183,42.0
191,0.0,0.0,1.0,2,1198,S20763182,43.0
192,0.0,1.0,0.0,0,3165,S20763182,43.0
193,0.214285714286,0.214285714286,0.571428571429,2,458,S14926173,44.0
194,0.5,0.5,0.0,2,922,S14926173,44.0
195,0.125,0.125,0.75,2,3124,S14926173,44.0
196,1.0,0.0,0.0,2,925,S3215079,45.0
197,0.3125,0.375,0.3125,2,299,S48372115,46.0
198,0.357142857143,0.357142857143,0.285714285714,2,848,S48372115,46.0
199,0.282828282828,0.161616161616,0.555555555556,2,3610,S48372115,46.0
200,0.166666666667,0.166666666667,0.666666666667,2,3710,S48372115,46.0
201,0.0,1.0,0.0,2,22025,S48372115,46.0
202,0.111111111111,0.111111111111,0.777777777778,2,301,S5494120,47.0
203,0.0,0.0,1.0,2,779,S5494120,47.0
204,0.1875,0.1875,0.625,2,853,S5494120,47.0
205,0.166666666667,0.166666666667,0.666666666667,2,1226,S5494120,47.0
206,0.166666666667,0.166666666667,0.666666666667,2,1394,S5494120,47.0
207,0.185714285714,0.185714285714,0.628571428571,2,1721,S5494120,47.0
208,0.166666666667,0.166666666667,0.666666666667,2,1928,S5494120,47.0
209,0.0,0.0,1.0,2,2156,S5494120,47.0
210,0.0,0.0,1.0,2,3260,S5494120,47.0
211,0.0,0.0,1.0,2,3575,S5494120,47.0
212,1.0,0.0,0.0,2,3406,S36348162,48.0
213,0.282051282051,0.282051282051,0.435897435897,2,3610,S36348162,48.0
214,0.5,0.0,0.5,2,485,S46582110,49.0
215,0.571428571429,0.0,0.428571428571,2,1212,S46582110,49.0
216,0.5,0.0,0.5,2,2099,S46582110,49.0
217,0.3,0.3,0.4,2,3606,S46582110,49.0
218,0.416666666667,0.166666666667,0.416666666667,2,3621,S46582110,49.0
219,0.2,0.2,0.6,2,4148,S46582110,49.0
220,0.4,0.2,0.4,2,274,S8195195,50.0
221,0.25,0.5,0.25,2,763,S8195195,50.0
222,0.43956043956,0.230769230769,0.32967032967,2,879,S8195195,50.0
223,0.214285714286,0.214285714286,0.571428571429,2,1531,S8195195,50.0
224,0.444444444444,0.333333333333,0.222222222222,2,1566,S8195195,50.0
225,0.285714285714,0.333333333333,0.380952380952,2,1823,S8195195,50.0
